PCODE,latitude,longitude,geocoded
SW10 0AB,51.4782579,-0.1828469,True
BS1 5TS,51.451211,-2.600784,True
NG18 2DY,53.1477315,-1.1697758,True
HU9 5YB,53.75862,-0.280459,True
NR7 9DL,52.6443205,1.3264034,True
DN15 7DF,53.5908,-0.665156,True
HP18 0WS,51.8337542,-0.85406,True
NE63 9FZ,55.176966,-1.544674,True
LU5 5AB,51.8975256,-0.5318371,True
PO5 4HL,50.796405,-1.086227,True
B12 0YH,52.4661965,-1.8886319,True
PO36 9BA,50.657795,-1.158494,True
GL51 0WH,51.9148708,-2.1101394,True
RM10 9QH,51.535285,0.154206,True
HX2 9TZ,53.753905,-1.8772482,True
BH8 9PW,50.747638,-1.849483,True
PL5 3NE,50.4022202,-4.157412,True
SP2 9HS,51.085905,-1.835677,True
TA2 7QP,51.037583,-3.1004425,True
TN23 3HG,51.127513,0.855708,True
NN2 6JW,52.2532083,-0.890827,True
WD18 7JF,51.65502,-0.414324,True
WD18 0AE,51.6519091,-0.3972296,True
SR6 7EF,54.949521,-1.359051,True
PE1 2UE,52.5814137,-0.2389728,True
LN2 3JB,53.301264,-0.481445,True
IP14 6BL,52.2231802,1.1716023,True
BR2 8HZ,51.382452,0.045072,True
SP1 2ED,51.0648886,-1.7948028,True
DA17 6HT,51.485253,0.160677,True
CH3 5XF,53.1833216,-2.8651618,True
YO26 6PA,53.975903,-1.136963,True
TN4 9SH,51.1427834,0.2465137,True
YO10 5ZA,53.952356,-1.041082,True
SM6 9JW,51.3592036,-0.1271632,True
DN11 0BZ,53.467666,-1.065385,True
LA1 4RS,54.0397777,-2.8014279,True
BS27 3AQ,51.274477,-2.779263,True
ST4 2RR,53.0050069,-2.1683492,True
RG10 8DS,51.490392,-0.871292,True
PR7 1RS,53.6617355,-2.6363248,True
BB2 2JR,53.74248,-2.494283,True
ME16 8AE,51.27138,0.49674,True
LS16 5EA,53.833956,-1.60856,True
NN15 6BJ,52.386908,-0.7255431,True
OL1 3SQ,53.54608,-2.10773,True
HG2 8JR,53.9864885,-1.5265721,True
NG15 7DB,53.044651,-1.213921,True
WR14 1WD,52.1332876,-2.3283812,True
RG12 9DA,51.410864,-0.745308,True
CV1 2BA,52.3994494,-1.4923396,True
HP5 2RG,51.711096,-0.623795,True
BA5 2NR,51.2123864,-2.6522311,True
SL1 2PU,51.504881,-0.603397,True
OL2 7HS,53.5819393,-2.1061166,True
PR26 9HH,53.661755,-2.767473,True
BA10 0DF,51.1051405,-2.4643123,True
LA11 7SA,54.19827,-2.949908,True
W1U 5BA,51.5221192,-0.152065,True
HP18 0LQ,51.844309,-0.923135,True
CA1 1JB,54.8979871,-2.9275824,True
HA4 8EE,51.579096,-0.408562,True
BB5 4AY,53.7624695,-2.3767381,True
W3 9PP,51.509193,-0.281384,True
DA11 7LS,51.4268102,0.361624,True
LE12 8DY,52.745126,-1.171139,True
WA3 1DU,53.475368,-2.5468801,True
NG8 5GY,52.968483,-1.191032,True
M15 6HP,53.4654378,-2.2389566,True
SW2 3UP,51.444152,-0.109705,True
SG16 6AN,52.0319008,-0.2805658,True
WR3 8LE,52.204748,-2.216811,True
CW8 1LH,53.2478165,-2.537153,True
LE17 4EW,52.4604,-1.208896,True
CM15 9DA,51.6279331,0.3012593,True
SW1P 2DY,51.496032,-0.134529,True
SL6 4PU,51.5169912,-0.750623,True
HP23 5JD,51.79818,-0.654509,True
EN7 5FB,51.6960769,-0.0546144,True
DT9 4EQ,50.95908,-2.513524,True
TW16 6LT,51.4095966,-0.4264826,True
LE19 4AQ,52.586412,-1.203241,True
WS1 2ND,52.5805621,-1.9769245,True
SW6 4UN,51.474182,-0.199643,True
PE22 8AA,53.0908276,0.0042762,True
OX20 1LP,51.848816,-1.341418,True
L17 6AB,53.3685818,-2.9297353,True
WV3 9DU,52.58659,-2.1647,True
CH49 7NG,53.3755579,-3.0756078,True
SR2 0SX,54.875006,-1.38883,True
EX34 9JB,51.2036341,-4.1153102,True
TS17 5BL,54.518585,-1.319947,True
L18 8BG,53.38169,-2.92508,True
SE5 0UB,51.478034,-0.099592,True
UB6 8PR,51.5380464,-0.3517062,True
NG2 7YF,52.931634,-1.15058,True
TN34 2PG,50.87308,0.56864,True
TW7 5BB,51.479114,-0.32494,True
CV22 6EA,52.3622505,-1.2710657,True
BD4 8RG,53.779914,-1.726596,True
PO19 3HP,50.8377246,-0.7982264,True
NG24 4AB,53.068106,-0.802783,True
KT10 8AP,51.3750221,-0.3708019,True
FY4 4PH,53.79786,-3.014893,True
SP7 8ER,51.0025241,-2.1894071,True
SW6 5BD,51.479238,-0.199708,True
L23 7UL,53.4984542,-3.0357172,True
TS19 7AJ,54.562711,-1.350884,True
BH21 4DT,50.8053158,-2.0047647,True
SW18 5JR,51.446964,-0.208576,True
GU1 1JY,51.2563119,-0.579923,True
BD10 9AQ,53.840553,-1.726768,True
BN23 7BL,50.7983158,0.3202931,True
DE1 1LR,52.921089,-1.490662,True
BL6 7RU,53.6057898,-2.5497713,True
EN2 8GH,51.666744,-0.100645,True
BL2 3BP,53.602351,-2.409666,True
BL4 9RU,53.545353,-2.417944,True
LU1 4BB,51.8729236,-0.4960476,True
SP1 1RE,51.079569,-1.771493,True
SY8 1GJ,52.3775696,-2.7297986,True
LE2 6UA,52.594075,-1.137003,True
TW7 6AU,51.4780429,-0.3227319,True
TR21 0NA,49.913977,-6.309106,True
WA4 1JL,53.3799342,-2.5671682,True
LS14 6NU,53.819735,-1.478551,True
CM16 5JB,51.6979616,0.0989983,True
NG8 1EA,52.952964,-1.195531,True
SE16 6AT,51.5028752,-0.0407392,True
BL2 4HU,53.592521,-2.388962,True
WF2 8QF,53.6704717,-1.5166521,True
NG25 0LG,53.074209,-0.957509,True
W5 2JX,51.5191444,-0.2930264,True
RM7 9NX,51.572682,0.154315,True
WV6 8XG,52.59826,-2.18371,True
DT4 9BJ,50.595694,-2.473785,True
EX1 3RD,50.7324614,-3.4773628,True
BA1 6ND,51.39892,-2.350886,True
BN44 3RX,50.8952271,-0.3307956,True
OX4 6JZ,51.722544,-1.215866,True
ST7 1DP,53.0840198,-2.2451728,True
NG31 7PX,52.907557,-0.662148,True
TS24 9PB,54.7094371,-1.2343753,True
S70 6FP,53.535203,-1.50139,True
B14 4HN,52.4128948,-1.8626445,True
BL9 0TS,53.58595,-2.302544,True
OL9 6BP,53.5412333,-2.1214423,True
IP20 9DD,52.40017,1.294807,True
OX12 0GR,51.6088499,-1.43313,True
BA15 1DZ,51.352088,-2.259199,True
BH15 3HY,50.7383471,-1.9617946,True
RH1 2LQ,51.250199,-0.175103,True
PO30 5QT,50.6936996,-1.3106036,True
WA12 0AQ,53.462845,-2.625758,True
CB1 3TD,52.1914988,0.1613609,True
L6 7UR,53.417745,-2.944922,True
S71 2LF,53.5784052,-1.4568577,True
WA7 5YH,53.325811,-2.711327,True
NW3 2BQ,51.5448319,-0.1531931,True
NW5 1RL,51.558445,-0.149649,True
NW1 1RX,51.5335132,-0.133257,True
NW2 3RT,51.555614,-0.207047,True
NW5 1UJ,51.5572783,-0.1402079,True
SE9 5EE,51.450912,0.045783,True
SE18 1QF,51.4821599,0.084761,True
SE3 9PX,51.4657327,0.026192,True
N16 9EX,51.557887,-0.084609,True
N7 0JG,51.5531331,-0.1292455,True
N5 1AR,51.552803,-0.101526,True
N1 9QG,51.5330491,-0.1133881,True
SW16 5UQ,51.413164,-0.134999,True
SE19 3NY,51.4234129,-0.0989967,True
SE11 5QY,51.486203,-0.119346,True
SE14 6AN,51.47825,-0.03576,True
SE26 4RD,51.43423,-0.058925,True
SE6 2SE,51.4339993,-0.0096448,True
SE23 2XN,51.431914,-0.047802,True
SE4 1SA,51.4509211,-0.0295991,True
E3 3QW,51.523391,-0.009497,True
E14 0RZ,51.5146994,-0.0120787,True
E2 0PX,51.52678,-0.04849,True
E2 6PR,51.5300847,-0.0581078,True
E1 5DJ,51.520741,-0.060078,True
IG11 9AG,51.5436704,0.1034982,True
RM10 7UR,51.55033,0.163975,True
IG11 9UW,51.5415918,0.0903835,True
RM8 1JU,51.562689,0.153958,True
N11 3LS,51.6160816,-0.1550479,True
N21 3HS,51.6292,-0.091417,True
EN2 6QG,51.6555493,-0.0853526,True
EN1 3HQ,51.660675,-0.075306,True
N8 9JF,51.5818853,-0.1142248,True
N8 8RN,51.58203,-0.132831,True
N15 6EB,51.5802701,-0.0656648,True
HA2 0AD,51.573596,-0.35287,True
TW4 5JD,51.4577897,-0.3748971,True
SW19 7HB,51.428148,-0.206046,True
SW20 0JL,51.4034269,-0.2384078,True
E12 6JB,51.547269,0.061279,True
E6 1DG,51.5399997,0.0493619,True
IG5 0QW,51.59338,0.061994,True
IG6 2JB,51.5922713,0.0776092,True
E11 2JZ,51.575654,0.035736,True
IG8 9LA,51.6071107,0.0184927,True
IG8 7DQ,51.600967,0.0332,True
IG2 7BT,51.5684983,0.0864421,True
IG2 6HX,51.574266,0.066774,True
E17 4EY,51.5943216,-0.0035988,True
E4 6ES,51.626109,0.011421,True
E17 6ND,51.5859084,-0.0402399,True
E11 1JD,51.57443,0.007568,True
E17 9RZ,51.5847391,-0.0134045,True
E17 8DN,51.57557,-0.028375,True
B36 8EY,52.5023076,-1.8181594,True
B13 0QP,52.423743,-1.88174,True
B9 4TR,52.4780255,-1.858632,True
B13 8QB,52.44007,-1.896401,True
B29 7PH,52.4383887,-1.9205582,True
B13 0SF,52.427884,-1.887317,True
B36 8HB,52.5014654,-1.8210552,True
B19 2EP,52.500306,-1.89987,True
B13 0TW,52.4295942,-1.8746715,True
B13 9UU,52.439462,-1.864039,True
DY6 9XE,52.4942237,-2.1810271,True
DY3 1SN,52.541327,-2.119411,True
DY8 5SP,52.4808144,-2.1488846,True
WV1 2BH,52.585362,-2.088661,True
WV4 5DG,52.5613718,-2.1364442,True
L12 7LE,53.428192,-2.91835,True
L18 3HS,53.382744,-2.901557,True
L25 2RW,53.390819,-2.861307,True
WA10 6PN,53.4646023,-2.7541401,True
CH61 6XN,53.342622,-3.111967,True
CH45 8PJ,53.4186114,-3.0664652,True
BL5 3BZ,53.548623,-2.517089,True
BL7 9LT,53.6155106,-2.4127403,True
BL8 1RN,53.600724,-2.326856,True
BL9 9NH,53.5822773,-2.3062555,True
M25 2BW,53.5451,-2.262923,True
M45 7PH,53.5452903,-2.3009786,True
OL3 5NU,53.562856,-2.001728,True
OL12 6LD,53.6247352,-2.1692743,True
SK2 6BW,53.391365,-2.13905,True
SK6 6LB,53.3999373,-2.0891199,True
SK7 2JT,53.367088,-2.153113,True
OL5 9DP,53.5197572,-2.0294725,True
SK14 4SP,53.461043,-2.081684,True
M32 9PL,53.4539672,-2.3297458,True
WN4 9TP,53.493434,-2.644613,True
WN7 2LU,53.4927283,-2.4889365,True
WN6 8AB,53.579955,-2.684006,True
S36 7BX,53.5341244,-1.6374874,True
S10 2PW,53.376298,-1.49588,True
BD17 5RH,53.843086,-1.7949336,True
HX7 5QN,53.732613,-1.975315,True
OL14 7DG,53.7218952,-2.1113112,True
HD5 9PG,53.655896,-1.755586,True
HD9 7SE,53.5830909,-1.7710495,True
WF15 7LX,53.704927,-1.696724,True
LS16 5AG,53.8355529,-1.5958156,True
LS17 7AG,53.850478,-1.55274,True
LS17 6SF,53.8404505,-1.5206257,True
LS17 5DJ,53.835135,-1.550477,True
LS16 7RX,53.8554812,-1.6080849,True
LS8 1ND,53.830729,-1.510666,True
LS28 7ND,53.8002888,-1.6607518,True
LS19 6LX,53.857066,-1.683438,True
LS20 8DT,53.8705527,-1.7175108,True
WF2 7EL,53.646109,-1.498918,True
NE11 9NX,54.9499127,-1.6537756,True
NE28 7LQ,54.99485,-1.519883,True
NE33 4UG,54.9807176,-1.4268741,True
NE35 9DZ,54.94925,-1.448532,True
NE31 2QU,54.9694358,-1.5111547,True
BS37 7LB,51.551611,-2.42612,True
SG19 1BL,52.1383116,-0.2900973,True
LU3 3AL,51.918384,-0.470889,True
RG7 3XJ,51.3968082,-1.0695427,True
RG5 3EU,51.45295,-0.917996,True
RG42 2AD,51.4203395,-0.7496171,True
SL2 5QP,51.526858,-0.573548,True
MK18 1AT,51.9943557,-0.9842583,True
HP21 7NH,51.809105,-0.799077,True
CW2 7JT,53.0903682,-2.4490898,True
WA3 5HH,53.45506,-2.509115,True
WA6 0HY,53.2810333,-2.7508653,True
SK9 1LZ,53.322129,-2.22998,True
TS22 5EG,54.6177884,-1.3092089,True
PL11 2NH,50.376279,-4.205783,True
EX23 8DQ,50.8267006,-4.5333563,True
TR15 1TA,50.235484,-5.237504,True
TR3 6LT,50.26013,-5.1033313,True
TR18 2TG,50.124828,-5.540886,True
CA7 3EZ,54.7641219,-3.3338888,True
CA7 4DD,54.871743,-3.384774,True
LA23 1HW,54.3919519,-2.9215478,True
CA15 6NT,54.716661,-3.488604,True
LA15 8AH,54.1591473,-3.1849926,True
LA21 8EW,54.367261,-3.074584,True
LA12 0EB,54.1896411,-3.0930626,True
LA18 5AB,54.213888,-3.269215,True
SK23 0TQ,53.3187687,-1.9233432,True
SK22 4NR,53.366872,-1.996053,True
DE55 5LZ,53.1395577,-1.3527044,True
DE23 4BZ,52.899442,-1.527386,True
S41 9LG,53.2718308,-1.4165807,True
EX15 1DX,50.8508,-3.393937,True
EX36 4LA,51.0115777,-3.8334199,True
PL5 4AA,50.41731,-4.144835,True
EX16 6SQ,50.9108535,-3.4938994,True
BH22 9EY,50.80613,-1.902366,True
DH1 2QP,54.7851135,-1.5282417,True
DH1 4SU,54.779772,-1.59686,True
BN1 6NP,50.8498932,-0.1380867,True
BN1 6PZ,50.848948,-0.143414,True
BN2 7FR,50.8180612,-0.0664564,True
TN33 0HT,50.915922,0.466991,True
TN21 8RJ,50.9672849,0.2780487,True
TN32 5EA,50.986072,0.462032,True
TN22 3DJ,50.973935,0.1027548,True
BN20 9QX,50.811242,0.241864,True
BN8 4PU,50.939833,-0.0283975,True
BN7 2XN,50.869112,0.01695,True
BN3 7BW,50.8453,-0.18403,True
BN3 7BN,50.840867,-0.179613,True
BN1 8PB,50.8619877,-0.1442753,True
GL5 4AX,51.751345,-2.238044,True
GU12 4RZ,51.248648,-0.7439207,True
SP10 3PB,51.204995,-1.503856,True
SO22 5AZ,51.0676804,-1.3308067,True
SO53 2PL,50.97876,-1.374057,True
GU52 7RY,51.2702419,-0.8456709,True
SO31 4NE,50.873372,-1.326593,True
PO16 9BD,50.8434953,-1.127497,True
SO31 7DU,50.864617,-1.28474,True
RG26 5NL,51.3574791,-1.173568,True
SO32 2RB,50.94002,-1.188496,True
SO20 6HA,51.1133288,-1.502774,True
RG22 6HA,51.253741,-1.115123,True
RG20 9HP,51.3479591,-1.3221508,True
SP10 3RH,51.21634,-1.4999,True
RG21 3NP,51.2565898,-1.0984338,True
GU46 6NW,51.338055,-0.836821,True
GU51 5JA,51.2779586,-0.8620837,True
PO8 9PQ,50.913402,-1.010083,True
SO22 6JJ,51.0808296,-1.3290694,True
RG21 5PB,51.273899,-1.089046,True
GU46 6AG,51.3347765,-0.8097616,True
SO50 4FZ,50.977025,-1.356062,True
GU14 9RN,51.3004461,-0.7797605,True
GU14 9BY,51.315774,-0.768394,True
GU14 6BH,51.2718393,-0.7559804,True
SO16 4GW,50.922746,-1.441801,True
SO16 9RJ,50.9216429,-1.4647698,True
SO18 1BU,50.929941,-1.369458,True
PO2 0RH,50.8207969,-1.069924,True
SO18 5FW,50.920759,-1.340104,True
PO15 6PH,50.8618029,-1.2203868,True
SO22 5PN,51.05881,-1.346506,True
SO16 3GJ,50.9407388,-1.3967944,True
PO9 4BU,50.869569,-1.000352,True
PO9 2RR,50.8528062,-0.9717225,True
B60 1BA,52.337552,-2.052653,True
HR1 1HY,52.0632614,-2.6951383,True
HR6 8JJ,52.221805,-2.737992,True
HR4 8ST,52.1553766,-2.8677314,True
SG5 2UR,51.962497,-0.283051,True
SG6 4BA,51.9757685,-0.2473559,True
SG2 9SW,51.889416,-0.173462,True
SG2 0HS,51.9103737,-0.1665095,True
SG2 8UT,51.90041,-0.175603,True
SG6 3QA,51.9675344,-0.2405974,True
HP2 7HL,51.775054,-0.448068,True
HU17 9EX,53.8467272,-0.4304639,True
HU17 7EJ,53.850742,-0.44802,True
HU19 2EQ,53.7326855,0.0230353,True
YO43 3JF,53.866949,-0.655848,True
HU18 1DW,53.9149739,-0.1739319,True
YO16 6UR,54.098523,-0.183338,True
DN16 3NG,53.558674,-0.6400544,True
DN18 6AE,53.682082,-0.432878,True
DA1 2LY,51.4410789,0.2097565,True
DA11 8AQ,51.428942,0.34084,True
TN4 9XB,51.1505597,0.2609255,True
CT16 2PZ,51.133709,1.307353,True
PR2 1SL,53.769761,-2.7493415,True
FY5 5DG,53.867001,-3.000598,True
BB7 1EJ,53.8670048,-2.3902324,True
BB4 8HW,53.708296,-2.284879,True
PR25 2TP,53.6938641,-2.7000232,True
FY8 4GW,53.747523,-2.998709,True
PR5 6RN,53.7366908,-2.6534325,True
PR4 2ST,53.779477,-2.867427,True
PR3 3AR,53.8266011,-2.6074067,True
WN5 7AL,53.528836,-2.717804,True
OL12 8TS,53.6583216,-2.1804521,True
PR3 5JJ,53.80858,-2.72701,True
PR1 0SR,53.7481867,-2.7295955,True
BB4 4EY,53.689422,-2.320291,True
WN8 6JN,53.56121,-2.7918599,True
LE5 5FT,52.627603,-1.0918,True
LE4 0FL,52.6554321,-1.1591883,True
LE2 0TU,52.63336,-1.119599,True
PE11 2PJ,52.7833308,-0.1422005,True
DN21 2ST,53.411755,-0.777708,True
NR11 6AN,52.7966622,1.2579813,True
DL9 4BD,54.378279,-1.714956,True
YO7 1RZ,54.2235494,-1.3473398,True
YO21 1LA,54.478636,-0.617659,True
YO22 4HS,54.470711,-0.6043054,True
DL8 2EQ,54.28397,-1.590869,True
YO32 9WT,53.990106,-1.0634804,True
DL8 5HY,54.313249,-1.823847,True
YO17 7NH,54.1401663,-0.8100773,True
HG5 8EB,54.00486,-1.462169,True
BD24 0AU,54.0719804,-2.2851062,True
BD23 5BS,54.073666,-2.014421,True
HG4 2DG,54.139021,-1.5369739,True
YO51 9JX,54.088705,-1.39547,True
YO8 4HT,53.7803422,-1.0792182,True
NE66 2DH,55.399621,-1.701595,True
NE65 0NG,55.32577,-1.5927034,True
NE25 0BP,55.069305,-1.524977,True
OX18 1BU,51.7651541,-1.6015768,True
SY9 5AY,52.48846,-2.996231,True
TF10 7DS,52.764763,-2.3700106,True
BA11 2HQ,51.243036,-2.311879,True
TA2 8PD,51.0353213,-3.0617027,True
DE14 3DR,52.787344,-1.659129,True
WS11 9SP,52.6791905,-1.967943,True
WV8 1PQ,52.629909,-2.186986,True
WS14 9EE,52.6764026,-1.8172368,True
IP31 3PB,52.253119,0.807267,True
IP4 3DL,52.0719004,1.1809261,True
GU6 7AN,51.143558,-0.486737,True
GU12 6QH,51.239906,-0.7275265,True
RH6 9AE,51.173284,-0.154695,True
RH12 1SR,51.065375,-0.352513,True
RH13 5NT,51.058839,-0.308117,True
RH13 5HR,51.0632169,-0.3055083,True
RH14 9RY,51.017037,-0.453648,True
RH11 0DB,51.1176046,-0.2102794,True
PO22 8EL,50.793173,-0.656241,True
BN16 4HH,50.8203147,-0.4843718,True
RH16 2AQ,51.006477,-0.092159,True
BN6 8LP,50.9214191,-0.1382924,True
RH19 1QY,51.136516,-0.034659,True
RH19 3TY,51.1242566,0.0027349,True
SP4 7PW,51.175028,-1.770692,True
B37 5JS,52.4748143,-1.7545959,True
RG2 8AF,51.425045,-0.962509,True
TS5 4AG,54.5659788,-1.2635345,True
BD5 7RR,53.780582,-1.757185,True
E8 2EY,51.5520265,-0.0698124,True
L5 0SQ,53.424101,-2.96851,True
W7 2AH,51.5001121,-0.3298063,True
E2 8BA,51.53566,-0.072666,True
SE16 3TZ,51.4931989,-0.0718544,True
N15 3QR,51.586472,-0.08982,True
CR4 1BP,51.402527,-0.1345935,True
SN15 3XB,51.451968,-2.092687,True
E6 5JG,51.5136512,0.0542473,True
N21 1QQ,51.648727,-0.108134,True
SE22 0NR,51.4570298,-0.0549959,True
RM16 4LU,51.477555,0.364326,True
IG2 7PQ,51.578448,0.0913454,True
RM9 4UN,51.533334,0.126459,True
WS3 3LX,52.6237736,-1.9987013,True
TS3 8RE,54.555664,-1.197628,True
RH10 7XW,51.1043774,-0.1589917,True
SE1 5LA,51.489226,-0.0647,True
SE15 5DZ,51.472721,-0.0736921,True
NW10 3ST,51.539966,-0.232902,True
NG7 6ND,52.9673772,-1.1637758,True
SK14 5NJ,53.440785,-2.064799,True
UB5 5LQ,51.54417,-0.38399,True
BL3 4NG,53.567596,-2.474197,True
E5 8JY,51.5514459,-0.0620398,True
HA8 8DE,51.622486,-0.289357,True
BB9 8LF,53.8432975,-2.1956897,True
B71 4LG,52.50705,-1.965917,True
UB9 6ET,51.6079563,-0.4751478,True
BR1 5EB,51.427913,0.01646,True
SE14 5SF,51.4675353,-0.0428835,True
DE1 2LF,52.927171,-1.473246,True
M34 3NG,53.45865,-2.12281,True
TF7 5FB,52.643375,-2.457883,True
B66 4ND,52.4825581,-1.9654885,True
L8 3TF,53.384874,-2.957125,True
DN40 1JU,53.6138857,-0.2097205,True
DN32 0AZ,53.548544,-0.08053,True
B70 9UW,52.5252183,-2.0148749,True
SE25 6AE,51.40013,-0.074717,True
PE1 2UW,52.5881295,-0.2357588,True
TN28 8BB,50.987986,0.946768,True
DN32 8JH,53.5600453,-0.0521778,True
BS15 8BD,51.457364,-2.515328,True
DA1 1QE,51.4358639,0.2356325,True
BS15 1NU,51.467981,-2.527727,True
CT2 0HD,51.3123699,1.1517707,True
NN17 5EB,52.508601,-0.642085,True
SE19 2JH,51.411916,-0.0773497,True
SE1 5UJ,51.487095,-0.079482,True
SW15 2UT,51.4565304,-0.2075577,True
NN18 8LA,52.467437,-0.712363,True
CV2 2RH,52.4396633,-1.4451728,True
LU4 0NE,51.896862,-0.491415,True
LU1 5PP,51.8710598,-0.4381716,True
SN2 1JR,51.58019,-1.790839,True
OX16 0UD,52.0729955,-1.3680623,True
ME17 4HX,51.230413,0.515894,True
ME15 9QL,51.2465258,0.5328572,True
SE24 0QN,51.460665,-0.104247,True
NE15 6AF,54.9756368,-1.6902799,True
LN6 7DT,53.202408,-0.569308,True
LN6 0EP,53.2149344,-0.5737086,True
LN5 8PW,53.208306,-0.546351,True
BB3 3HD,53.6937035,-2.4633694,True
BS6 5RD,51.467759,-2.591226,True
TF7 5HX,52.6336837,-2.4666668,True
SE1 6AG,51.495599,-0.090192,True
N1 8PQ,51.5359782,-0.097499,True
BS13 9AJ,51.411745,-2.611467,True
DY4 0BZ,52.5493258,-2.0471207,True
HA9 9JR,51.565153,-0.278876,True
CA2 6LB,54.8815843,-2.9714536,True
CA1 1LY,54.895837,-2.92332,True
SO16 8FA,50.940871,-1.4593349,True
DA3 7PH,51.395359,0.30964,True
SL3 7EF,51.5034822,-0.5550753,True
CA22 2DQ,54.484377,-3.529318,True
CM8 2SD,51.8185205,0.6367886,True
SS5 5HG,51.606673,0.665437,True
CM8 1EP,51.7969898,0.6320027,True
CR5 1ES,51.3002,-0.113905,True
M50 3UQ,53.4753601,-2.2837155,True
BS14 9BU,51.420587,-2.564213,True
MK6 5LA,52.0283699,-0.7460217,True
HR2 8DL,51.976445,-2.756489,True
SW1V 3AT,51.4878018,-0.1372866,True
DA16 2PE,51.457804,0.088398,True
ME12 3JQ,51.4192373,0.7837534,True
GU29 9DT,50.991643,-0.738771,True
NG8 4HY,52.9646661,-1.2364944,True
SP11 9RR,51.251967,-1.636739,True
